City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
688,Saint-Georges,GD,12.0564,-61.7485,83.88,70,20,11.5,few clouds
689,Magway,MM,20.15,94.9167,70.18,81,0,3.76,clear sky
690,Terney,RU,45.0503,136.6092,27.36,75,94,5.21,overcast clouds
691,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,88,40,27.22,scattered clouds
692,Vila,PT,42.0304,-8.1588,42.33,93,6,4.12,clear sky
693,Prado,BR,-17.3411,-39.2208,75.51,91,8,7.4,clear sky
694,Paamiut,GL,61.994,-49.6678,18.32,94,100,13.94,overcast clouds
695,Ayr,GB,55.4627,-4.6339,50.09,87,20,10.36,few clouds
696,Khonsa,IN,27.0167,95.5667,50.27,93,14,3.83,few clouds
697,Talara,PE,-4.5772,-81.2719,72.36,73,90,12.66,overcast clouds
698,San Jose,US,37.3394,-121.895,61.9,38,1,1.01,clear sky
699,Malkangiri,IN,18.35,81.9,66.7,81,31,2.24,scattered clouds
700,Gavrilovka Vtoraya,RU,52.877,42.7663,23.31,52,2,8.61,clear sky
701,Manokwari,ID,-0.8667,134.0833,79.41,79,100,3.6,overcast clouds
702,Dunmore Town,BS,25.5,-76.65,77.99,74,0,14.27,clear sky
703,Barkhan,PK,29.8977,69.5256,46.36,31,92,2.86,overcast clouds
704,Kawambwa,ZM,-9.7915,29.0791,67.37,63,63,4.76,broken clouds
705,Minsk,BY,53.9,27.5667,35.35,98,100,7.99,overcast clouds
706,Ryotsu,JP,38.0833,138.4333,46.36,87,100,11.56,light rain
707,Kidal,ML,18.4411,1.4078,70.43,12,34,10.51,scattered clouds
708,Bandarbeyla,SO,9.4942,50.8122,76.73,81,42,21.77,light rain
709,Manitouwadge,CA,49.1215,-85.8403,26.38,88,92,8.72,overcast clouds
710,Launceston,AU,-41.45,147.1667,60.62,54,40,5.01,scattered clouds
711,Reo,BF,12.3167,-2.4667,78.76,16,83,7.74,broken clouds
712,Nistoresti,RO,45.8333,26.7333,46.17,99,100,2.24,light rain
713,Lompoc,US,34.6391,-120.4579,67.78,59,19,7.0,few clouds
714,Dalaba,GN,10.7,-12.25,64.67,35,100,1.59,overcast clouds
715,Pecos,US,31.4229,-103.4932,54.3,13,1,3.44,clear sky
716,New Bern,US,35.1085,-77.0441,74.35,88,100,4.0,overcast clouds
717,Wanning,CN,18.8003,110.3967,70.23,84,67,11.01,broken clouds
718,Carutapera,BR,-1.195,-46.02,79.14,83,29,7.61,scattered clouds
